date,month,region,category,unit Sold,sales
8/10/2024,August,North America,Kids,62,1132.59
3/5/2025,March,Asia,Footwear,51,3781.74
10/6/2024,October,North America,Footwear,78,4625.47
4/15/2025,April,South America,Kids,48,2743.42
9/29/2024,September,North America,Men,27,2675.18
12/20/2024,December,Africa,Men,77,5054.13
3/6/2025,March,Europe,Accessories,55,4988.8
6/11/2023,June,Africa,Men,84,7746.43
10/12/2023,October,Asia,Accessories,49,937.26
1/19/2025,January,North America,Women,24,258.06
12/23/2023,December,North America,Kids,10,491.74
3/25/2025,March,South America,Women,7,554.65
5/13/2024,May,Australia,Women,17,1431.02
8/30/2024,August,North America,Women,22,1779.24
5/3/2024,May,Africa,Women,59,2965.1
4/16/2024,April,Asia,Footwear,44,3409.86
1/3/2024,January,Europe,Men,11,821.59
4/4/2025,April,North America,Kids,42,1606.24
4/13/2024,April,Europe,Kids,23,579.25
9/13/2023,September,North America,Women,60,3955.66
8/3/2023,August,Asia,Kids,86,6100.65
2/6/2024,February,Australia,Accessories,62,3789.28
8/2/2023,August,Africa,Kids,54,1576.05
11/25/2023,November,Asia,Women,82,2861.85
9/15/2024,September,Europe,Kids,90,6638.74
2/1/2025,February,North America,Men,94,9083.79
1/23/2024,January,Europe,Women,13,1235.46
11/28/2023,November,Africa,Footwear,68,3860.31
8/3/2023,August,Asia,Men,27,2424.34
10/15/2024,October,Europe,Kids,40,506.02
1/21/2024,January,Europe,Footwear,74,6475.27
1/9/2025,January,Africa,Men,92,4862.53
11/13/2023,November,North America,Accessories,85,6828.68
1/30/2025,January,Europe,Men,75,787.68
8/16/2023,August,Africa,Footwear,84,7406.32
1/27/2025,January,North America,Accessories,83,5274.5
4/11/2025,April,Australia,Kids,10,316.21
7/29/2024,July,North America,Women,15,619.1
4/2/2025,April,Australia,Kids,45,1262.7
5/16/2024,May,Asia,Women,53,2554.42
6/16/2023,June,Africa,Women,82,3255.44
12/9/2023,December,North America,Footwear,7,406.74
10/9/2024,October,Australia,Accessories,30,2499.92
6/26/2023,June,Australia,Accessories,78,7675.57
7/20/2024,July,Asia,Men,30,978.94
7/6/2024,July,South America,Kids,27,528.82
7/5/2024,July,Africa,Footwear,49,2234.89
4/12/2024,April,South America,Kids,57,1306.43
12/27/2023,December,North America,Men,64,5445.22
12/10/2024,December,Africa,Men,63,3471.38
2/5/2025,February,Asia,Footwear,48,3158.24
4/7/2024,April,North America,Men,41,965.76
10/31/2023,October,Africa,Footwear,81,6274.65
8/1/2024,August,Africa,Men,30,2928.67
8/15/2024,August,South America,Accessories,82,4380
6/22/2024,June,North America,Footwear,3,289.86
12/8/2023,December,Asia,Accessories,92,1207.45
2/6/2024,February,Asia,Accessories,37,488.96
4/23/2025,April,North America,Footwear,30,2892.03
12/21/2024,December,North America,Kids,54,3943.29
2/11/2024,February,Australia,Women,85,2293.48
2/13/2024,February,Europe,Men,84,3590.89
8/18/2024,August,South America,Men,86,4790.01
9/23/2024,September,North America,Kids,85,6225.18
10/22/2023,October,North America,Women,88,7548.85
6/7/2025,June,Europe,Kids,85,1482.32
1/18/2024,January,Europe,Women,7,483.64
5/9/2024,May,Africa,Footwear,8,423.23
1/12/2025,January,Asia,Footwear,86,5485.6
11/8/2024,November,South America,Accessories,86,4796.03
6/8/2024,June,Africa,Accessories,63,3185.43
7/11/2023,July,North America,Footwear,63,1795.26
10/13/2023,October,Europe,Accessories,64,3360.65
8/16/2024,August,Australia,Footwear,30,812.07
2/14/2025,February,Asia,Kids,98,1373.47
6/28/2023,June,Africa,Men,93,4058.91
2/19/2025,February,Australia,Footwear,10,122.46
8/8/2023,August,Asia,Footwear,69,4183.4
5/6/2025,May,Australia,Footwear,49,809.25
4/13/2024,April,Europe,Accessories,39,1925.81
8/6/2024,August,Africa,Accessories,34,3339.24
4/19/2025,April,Africa,Accessories,10,108.89
5/9/2025,May,Asia,Accessories,9,387.15
5/17/2025,May,Australia,Kids,60,4235.62
11/12/2024,November,Europe,Footwear,96,2333.04
1/20/2024,January,North America,Kids,5,302.33
7/13/2024,July,Africa,Accessories,35,1163.3
7/5/2023,July,North America,Kids,11,330.54
10/16/2024,October,Europe,Footwear,42,3803.04
2/19/2024,February,Africa,Footwear,80,2263.62
11/20/2023,November,Africa,Accessories,91,3993.96
9/25/2023,September,Australia,Footwear,20,505.28
8/7/2023,August,North America,Kids,51,1813.04
8/12/2023,August,Australia,Women,1,36.38
5/24/2024,May,South America,Footwear,90,3546.86
4/25/2025,April,North America,Kids,11,744.66
12/23/2024,December,North America,Kids,61,4686.83
1/20/2025,January,South America,Kids,79,4420.86
7/13/2024,July,Europe,Footwear,39,2532.77
11/19/2023,November,Europe,Women,48,3993.32
7/15/2024,July,Africa,Accessories,82,8196.76
8/28/2023,August,Asia,Accessories,88,4495.53
6/19/2023,June,Australia,Footwear,28,2639.81
8/8/2024,August,Asia,Footwear,89,4817.86
2/27/2025,February,Africa,Men,87,6993.06
5/4/2024,May,Asia,Women,75,4619.26
4/22/2024,April,North America,Kids,97,8687.66
2/15/2024,February,North America,Kids,80,4030.66
3/21/2024,March,South America,Accessories,36,2614.44
7/4/2023,July,South America,Footwear,87,4521.25
6/13/2023,June,Africa,Women,70,6099.27
9/16/2024,September,Africa,Accessories,62,6168.58
7/7/2023,July,Africa,Women,88,2807.05
12/17/2024,December,North America,Footwear,70,3688.34
7/15/2024,July,Asia,Kids,10,173.13
8/22/2023,August,Australia,Men,86,1951.3
3/5/2024,March,Africa,Women,87,8145.25
10/22/2023,October,Africa,Kids,5,294.63
7/17/2024,July,North America,Women,28,1275.69
2/18/2025,February,Australia,Women,59,4155.57
11/22/2023,November,North America,Women,9,543.73
1/17/2024,January,Australia,Footwear,39,1403.4
9/29/2024,September,North America,Accessories,92,2796.37
7/11/2023,July,Asia,Women,62,3913.54
1/20/2025,January,Africa,Footwear,89,2398.01
9/30/2023,September,Europe,Men,38,855.97
10/23/2023,October,Europe,Accessories,91,3517.59
10/7/2023,October,Africa,Footwear,24,2100.5
11/21/2023,November,Africa,Men,64,852.08
12/8/2024,December,Africa,Accessories,43,3654.74
5/28/2024,May,Africa,Footwear,16,1054.2
2/27/2024,February,Australia,Men,66,899.81
6/16/2024,June,Asia,Footwear,66,4236.11
2/18/2024,February,Europe,Men,69,3335.58
1/15/2024,January,South America,Women,46,3942.27
1/11/2024,January,Europe,Women,21,1924.61
5/1/2025,May,Europe,Accessories,60,2147.06
7/5/2024,July,North America,Men,10,805.75
11/20/2024,November,Africa,Women,18,681.88
10/7/2023,October,Africa,Accessories,90,3294.65
5/30/2024,May,Africa,Kids,84,2296.35
4/4/2024,April,North America,Women,41,2913.62
10/28/2023,October,Asia,Women,36,1207.86
10/22/2023,October,Asia,Footwear,85,4406.17
3/13/2024,March,South America,Kids,66,5484.04
12/17/2024,December,Asia,Men,46,3738.52
1/16/2024,January,Asia,Accessories,97,8438.01
3/11/2024,March,Africa,Kids,23,563.4
11/22/2023,November,Australia,Men,39,2449.99
6/12/2023,June,Europe,Women,95,8771.88
2/10/2024,February,Asia,Accessories,4,55.14
1/12/2024,January,Asia,Accessories,41,3341.8
12/27/2023,December,North America,Kids,3,96.48
4/25/2025,April,South America,Footwear,53,3724.25
12/29/2024,December,Australia,Men,74,5517.92
12/27/2023,December,North America,Kids,96,8957.06
8/27/2024,August,Africa,Footwear,36,2008.51
6/20/2023,June,Europe,Footwear,49,4230.7
4/1/2024,April,South America,Footwear,27,380.12
3/20/2024,March,North America,Accessories,53,2535.99
10/17/2023,October,Asia,Men,49,2428.28
10/20/2024,October,Asia,Men,83,4850.94
6/12/2024,June,South America,Kids,1,53.32
7/18/2023,July,Asia,Women,90,8740.49
5/26/2025,May,North America,Kids,46,785.15
11/28/2023,November,North America,Men,62,2098.79
3/23/2024,March,Asia,Accessories,77,7482.6
12/6/2024,December,Asia,Kids,99,4957.65
7/24/2023,July,Africa,Women,66,4052.68
1/7/2025,January,Europe,Kids,22,380.43
11/10/2023,November,South America,Footwear,39,1387.02
5/2/2024,May,North America,Women,92,1248.32
1/24/2024,January,South America,Footwear,44,984.52
6/4/2025,June,Africa,Accessories,2,134
9/17/2023,September,North America,Men,75,5904.45
4/21/2025,April,Africa,Kids,59,5210.15
9/27/2024,September,Africa,Kids,90,2936.86
6/25/2024,June,Australia,Footwear,28,1118.82
1/24/2025,January,Asia,Footwear,90,5512.13
5/17/2024,May,Australia,Men,81,1420.07
11/16/2023,November,South America,Kids,67,5534.51
6/7/2024,June,South America,Men,14,748.95
7/20/2023,July,Asia,Footwear,16,1550.33
4/2/2025,April,Australia,Footwear,51,1048.48
11/28/2024,November,South America,Women,28,615.89
4/14/2024,April,Australia,Footwear,92,3806.22
8/15/2024,August,Asia,Footwear,53,1516.26
11/4/2024,November,North America,Men,52,3780.04
5/13/2025,May,Africa,Women,25,2380.32
3/30/2025,March,Africa,Women,57,1031.21
2/28/2025,February,Australia,Kids,9,286.21
3/10/2025,March,South America,Accessories,11,345.52
5/30/2025,May,Australia,Kids,45,2511.75
9/20/2024,September,Australia,Kids,85,4307.99
1/11/2024,January,Europe,Kids,2,150.84
1/5/2024,January,Africa,Women,54,4100.59
3/21/2024,March,Asia,Men,34,2092.63
11/26/2024,November,Australia,Footwear,42,2654.06
11/12/2023,November,Europe,Women,77,6607.25
3/28/2024,March,Europe,Footwear,69,3154.98
7/26/2023,July,Africa,Footwear,11,122.22
3/24/2024,March,Africa,Accessories,29,846.01
2/8/2025,February,Africa,Kids,92,1212.8
2/19/2024,February,Asia,Accessories,92,4178.15
7/8/2023,July,Europe,Kids,5,211.03
12/18/2024,December,South America,Women,20,377.53
8/2/2023,August,Asia,Footwear,39,3040.14
12/2/2024,December,North America,Accessories,74,4423.38
4/3/2024,April,Australia,Women,32,970.02
3/24/2024,March,Africa,Women,29,2271.32
8/16/2024,August,Europe,Kids,66,4627.51
6/29/2024,June,Australia,Footwear,1,27.24
11/13/2024,November,Asia,Kids,84,8270.64
1/18/2025,January,North America,Kids,1,25.97
12/3/2023,December,Asia,Women,4,317.81
2/6/2024,February,Asia,Kids,15,1457.19
5/1/2025,May,South America,Men,47,3538.87
1/20/2025,January,Australia,Footwear,30,2097.6
8/30/2023,August,South America,Kids,6,547.79
12/14/2023,December,Asia,Kids,1,34.22
1/13/2024,January,North America,Accessories,71,2481.03
12/10/2023,December,Europe,Footwear,62,4197.67
9/14/2023,September,Europe,Footwear,64,5721.11
10/20/2023,October,Australia,Kids,5,327.82
5/29/2025,May,Africa,Men,54,5288.46
9/26/2024,September,Africa,Accessories,49,1473
5/14/2024,May,Europe,Men,7,590.3
1/4/2025,January,Asia,Kids,3,280.36
8/12/2024,August,Asia,Footwear,76,3680.7
12/25/2024,December,South America,Footwear,61,5891.28
1/24/2024,January,Australia,Men,79,2227.27
12/19/2024,December,South America,Women,84,8043.42
4/1/2025,April,Africa,Kids,41,3741.36
11/16/2024,November,Europe,Footwear,21,335.02
10/25/2023,October,Asia,Women,32,1821.44
8/19/2023,August,Europe,Footwear,12,691.15
10/26/2024,October,North America,Footwear,7,105.89
2/9/2025,February,Europe,Women,51,691.45
3/9/2024,March,North America,Men,45,470.64
5/23/2024,May,South America,Kids,95,5434.55
9/2/2024,September,South America,Women,65,3363.32
12/1/2024,December,Africa,Women,60,5678.49
12/29/2023,December,Europe,Footwear,75,3060.57
5/23/2024,May,Europe,Women,45,3115.82
10/18/2024,October,North America,Kids,34,363.14
3/4/2024,March,South America,Men,83,5786.63
11/27/2023,November,North America,Men,11,1014.33
7/15/2024,July,South America,Men,97,4067.12
12/12/2024,December,North America,Kids,33,1262.75
7/14/2024,July,South America,Footwear,8,530.74
3/3/2025,March,North America,Kids,45,1780.64
1/27/2025,January,South America,Women,72,3327.67
6/19/2024,June,Australia,Accessories,98,3388.89
11/23/2024,November,North America,Accessories,91,3734.64
3/13/2025,March,Europe,Accessories,93,6616.67
4/3/2024,April,Africa,Men,78,7255.07
1/22/2024,January,Australia,Kids,34,2124.33
11/7/2023,November,Australia,Kids,45,490.64
12/24/2024,December,North America,Men,65,2193.77
3/18/2025,March,Africa,Women,73,6986.21
2/9/2024,February,Europe,Accessories,52,4780.31
7/21/2023,July,Australia,Accessories,10,204.08
7/30/2024,July,Europe,Men,94,8625.21
3/1/2024,March,South America,Accessories,43,4162.73
1/28/2025,January,Africa,Footwear,82,3215.34
11/20/2023,November,Asia,Kids,81,5920.34
8/14/2023,August,South America,Accessories,70,4227.89
8/1/2023,August,Africa,Accessories,11,443.68
10/3/2024,October,North America,Footwear,88,2094.42
2/15/2024,February,North America,Women,36,1548.82
5/24/2024,May,Europe,Women,97,9069.66
2/7/2024,February,Australia,Footwear,97,8052.2
2/24/2025,February,Asia,Women,18,715.69
12/16/2024,December,North America,Men,63,3735.32
1/10/2024,January,Africa,Footwear,5,232.68
10/2/2024,October,Australia,Kids,31,1610.8
8/26/2024,August,Australia,Kids,16,1256.14
2/2/2025,February,Africa,Kids,66,3885.46
1/12/2024,January,Australia,Accessories,9,236.65
1/26/2024,January,North America,Footwear,2,68.43
2/1/2025,February,Africa,Footwear,37,2260.75
11/4/2023,November,Africa,Women,84,6077.72
10/14/2024,October,Europe,Footwear,59,3288.12
11/28/2023,November,Asia,Footwear,81,5331.33
5/31/2025,May,Europe,Women,58,4700.55
1/16/2024,January,Asia,Footwear,89,5258.59
10/3/2023,October,Africa,Footwear,83,8129.62
5/5/2024,May,Australia,Men,8,249.61
7/14/2024,July,Asia,Women,52,4824.14
10/27/2023,October,Africa,Men,75,2421.7
10/8/2024,October,Africa,Accessories,77,4454.3
11/25/2024,November,Europe,Women,77,3929.43
12/16/2024,December,Europe,Footwear,73,3179.84
10/24/2024,October,Australia,Footwear,69,6668.58
3/27/2024,March,South America,Men,82,2829.59
2/13/2024,February,North America,Men,52,3678.39
2/7/2025,February,South America,Accessories,78,6424.56
8/9/2023,August,South America,Accessories,34,942.84
3/10/2024,March,Australia,Footwear,86,8392.2
11/22/2023,November,Asia,Kids,48,2841.49
3/24/2025,March,Australia,Accessories,97,8953.5
6/29/2024,June,Australia,Footwear,24,1673.98
7/7/2023,July,Africa,Accessories,93,6365.7
2/9/2024,February,Africa,Women,13,534.34
9/2/2023,September,Africa,Men,50,3967.66
11/17/2024,November,North America,Footwear,91,1153.95
4/17/2025,April,Asia,Accessories,65,3901.55
9/3/2023,September,Asia,Men,71,915.37
7/23/2023,July,Africa,Kids,4,150.47
9/16/2024,September,South America,Accessories,64,1194.66
6/6/2024,June,North America,Footwear,74,6811.2
11/8/2024,November,South America,Women,99,6587.8
1/8/2024,January,Europe,Men,39,2736.47
4/8/2025,April,Asia,Men,63,5455.9
12/21/2023,December,Asia,Women,58,4406.43
3/6/2024,March,South America,Footwear,16,338.84
4/26/2025,April,North America,Kids,91,5967.64
9/21/2023,September,Asia,Women,84,8234.97
5/2/2024,May,South America,Kids,62,1814.77
5/17/2025,May,Australia,Footwear,10,657.74
9/15/2024,September,Australia,Accessories,62,3764.97
11/5/2023,November,North America,Accessories,33,1493.19
2/5/2024,February,South America,Footwear,71,6810.12
12/18/2023,December,Australia,Kids,42,1767.19
7/19/2023,July,North America,Women,44,810.97
5/15/2025,May,Africa,Footwear,46,4444.93
3/2/2024,March,North America,Footwear,86,6504.16
11/1/2023,November,Europe,Accessories,81,3306.46
5/1/2024,May,Africa,Women,73,2572.96
12/19/2024,December,South America,Accessories,74,6920.66
12/2/2023,December,Africa,Kids,95,3288.85
1/15/2024,January,Africa,Kids,31,1808.67
11/28/2023,November,South America,Men,5,146.73
5/22/2024,May,South America,Footwear,18,1792.25
7/15/2023,July,Australia,Women,6,475.53
10/7/2023,October,Europe,Women,50,3054.36
9/13/2024,September,South America,Accessories,28,2159.48
3/7/2024,March,Asia,Accessories,24,2219.35
6/15/2024,June,Asia,Women,69,6671
6/24/2023,June,Europe,Accessories,28,2260.77
8/13/2023,August,North America,Men,58,5012.12
9/22/2023,September,North America,Footwear,67,3068.7
10/29/2024,October,Asia,Men,18,814.75
5/13/2025,May,South America,Kids,4,330.99
9/10/2024,September,Europe,Women,49,3839.95
6/14/2023,June,North America,Men,32,2914.83
11/7/2023,November,North America,Men,96,2109.2
5/9/2024,May,Africa,Accessories,83,5990.37
3/15/2025,March,Asia,Accessories,93,6350.82
5/22/2024,May,South America,Accessories,97,7941.08
12/23/2024,December,Europe,Kids,66,805.84
4/4/2024,April,North America,Men,58,4893.04
8/26/2024,August,Africa,Footwear,11,433.16
4/3/2024,April,Asia,Accessories,97,6968.58
3/25/2025,March,Asia,Kids,65,4256.87
2/6/2025,February,Europe,Kids,17,843.5
11/28/2023,November,North America,Accessories,80,6171.4
5/28/2025,May,Europe,Women,66,6369.64
2/2/2025,February,Europe,Men,4,156.45
1/3/2024,January,Australia,Accessories,32,2475.5
7/7/2024,July,Africa,Footwear,71,2719.89
10/12/2024,October,Asia,Men,29,2497.15
2/3/2024,February,Australia,Kids,61,3010.63
9/22/2024,September,South America,Footwear,60,3026.03
9/25/2024,September,Asia,Men,73,5801.26
1/30/2024,January,Asia,Footwear,58,3170.01
4/12/2025,April,Africa,Kids,99,3365.8
9/1/2023,September,South America,Accessories,53,5278.71
2/19/2024,February,North America,Footwear,5,329.1
9/17/2024,September,South America,Accessories,61,4151.87
7/29/2023,July,North America,Kids,21,1432.04
8/17/2024,August,South America,Kids,58,5191.13
1/10/2024,January,Europe,Footwear,81,2150.43
6/8/2024,June,South America,Footwear,14,214.53
11/4/2023,November,Australia,Kids,96,4301.09
7/19/2023,July,Australia,Footwear,79,4806.48
5/17/2025,May,Africa,Footwear,85,3035.68
7/11/2024,July,North America,Footwear,54,3889.55
12/2/2024,December,Asia,Footwear,78,1298.89
7/26/2024,July,Africa,Men,41,3327.72
10/9/2023,October,Australia,Kids,16,1194.04
10/9/2023,October,Australia,Kids,51,1492.01
8/21/2024,August,North America,Women,1,36.86
10/1/2023,October,Australia,Accessories,40,3305.21
6/2/2024,June,Australia,Women,18,1432.81
10/13/2024,October,North America,Footwear,34,2830.12
2/18/2025,February,Australia,Footwear,90,3510.17
4/27/2024,April,Asia,Men,61,5932.95
5/8/2024,May,Europe,Men,21,1561.99
2/24/2024,February,Africa,Men,1,15.87
7/24/2024,July,Asia,Men,27,1430.9
3/18/2025,March,Asia,Men,51,3560.27
11/23/2024,November,Europe,Men,11,276.96
2/1/2025,February,Africa,Men,14,1276.23
9/9/2024,September,Asia,Men,92,7164.02
10/9/2023,October,Australia,Men,55,953.09
11/8/2024,November,Europe,Kids,27,2489.07
8/22/2023,August,Africa,Men,22,1020.65
4/27/2024,April,South America,Accessories,21,1065.17
1/10/2025,January,North America,Men,24,1931.51
9/5/2023,September,Australia,Footwear,19,1291.24
9/2/2024,September,Europe,Footwear,24,1185.06
9/17/2023,September,North America,Men,26,867.52
3/23/2024,March,South America,Men,25,1413.02
4/7/2024,April,Asia,Footwear,45,2795.68
3/3/2025,March,Asia,Accessories,29,1936.73
7/14/2024,July,Africa,Women,74,4769.72
1/10/2024,January,Europe,Kids,11,721.13
5/16/2024,May,Europe,Footwear,24,1267.59
10/6/2023,October,Africa,Men,24,1453.68
7/4/2023,July,North America,Kids,12,431.73
3/17/2025,March,Asia,Men,7,169.78
10/9/2024,October,Asia,Women,40,2584.97
8/24/2023,August,Europe,Women,81,1152.62
12/10/2023,December,Europe,Footwear,99,1570.99
12/7/2024,December,Africa,Kids,70,2258.09
11/4/2023,November,South America,Kids,76,2089.2
11/29/2023,November,North America,Women,79,3449.94
